ID,Age,Salary,JoinDate,Department,Score
8398, 30 ,107256,2017-07-26,,72
480,,83238,2017-06-29,Support,99
34,38,80754,not_a_date,human resources,
8401,20,30944,2021-05-25,sales,57
8402, 30 ,38802,2016-03-07,Hr,163
8403,26,46793,2019-05-09,Support!!,78
8404,51,abc,32/13/2020,Marketing,80
8405,180,78051,2015-09-01,HR,92
8406,38,123155,2020-04-03,Support,81
8407,65,108051,not_a_date,Hr,95
8408,twenty five,$60000,2016-03-14,Sales,
8409,56,82373,2020-12-14,Hr,-10
8410,39,$60000,2021-09-28,Support,90
8411, 30 ,56954,2022-05-22,Engineering,-10
8412,25,abc,,,98
8413,134,3367064,2016-05-19, SALES ,291
8414,,$60000,2018-05-31,Support,81
8415,63,87074,2022-10-11,,51
8416,37,85661,2021-10-31, SALES ,91
8417,18,134697,2020-05-24,Support,87
288, 30 ,131476,,Support,89
8419,18,50000 ,not_a_date,,82
8420,28,,2018-06-18,Hr,96
8421,63,82096,32/13/2020,Marketing,53
8422,,50000 ,2019-08-07,Support,67
8423,49,82889,,Sales,
8424,42,43529,2020-04-28,sales,NaN
8425,51,107087,2016-04-05,human resources, 85 
8426,32,$60000,32/13/2020,Support!!,98
8427,60,29249,2019-04-19,,95
8428,,142702,2015-08-01,Engineering,-10
8429,18,73534,not_a_date,Marketing, 85 
8430,twenty five,30252,32/13/2020,human resources,100
8431,57,41309,2019-09-19,Support,66
8432,64,126093,not_a_date,VeryLongDepartmentName123,51
8433,172,95156,2023-06-08,Hr,
372,62,134223,2018-04-23,,
8435,,36103,2021-08-07,Sales,90
8436,46,23486, 2023-07-10 ,sales,67
8437,52,129934,2017-04-03,sales,81
8438,56,$60000,,Engg, 85 
8439,45,$60000,2019-08-15,sales,92
8440,25,59772,2023-02-17,,55
8441, 30 ,abc,2021-06-28,Sales,54
8442,19,50000 ,2023-08-22,VeryLongDepartmentName123,71
239,41,27538,2022-06-23,human resources,71
8444,54,4430631,,HR,59
8445,23,71294,2018-03-16,MKT,71
8446,,$60000,2017-06-08,Engineering,58
8447,38,105767,,HR,56
8448,64,$60000,2024-04-01,Hr,98
8449,23,98886,2023-04-12,Marketing,81
8450,37,70423,2015-07-04,VeryLongDepartmentName123,89
8451,18,62691,2016-09-11,Support!!,92
8452,46,86339,2015-02-18,Hr,66
8453,twenty five,84659,2016-11-30,Sales,163
8454, 30 ,43167,2017-04-30,,NaN
8455,50,2300017,2023-10-05,,81
8456,35,83964,2017-11-13, SALES ,-10
8457,61,51072,2022-05-27,Support!!,57
8458,27,28638,32/13/2020,Engg,300
8459,41,146818,2016-10-24,HR,91
8460,42,52890,2018-01-28,Hr,260
8461,twenty five,50000 ,not_a_date,,71
8462,,72287,2024/05/01,MKT,83
8463,20,51714,2015-08-16,Engineering,90
8464,44,96646,2022-05-11,sales,74
8465,61,118789,2024/05/01,MKT,86
8466,110,106640,2017-03-22,sales,NaN
8467,54,87320,2019-08-20,VeryLongDepartmentName123,51
8468,35,,2016-06-19,VeryLongDepartmentName123,53
8469,24,111835,2016-09-26,,96
8470, 30 ,103545,not_a_date, SALES ,57
8471,18,$60000, 2023-07-10 ,Engg,55
8472,,88445,2021-06-27,Support!!,95
8473,61,28684,2019-09-19,,62
8474,34,70712,2019-10-20,HR,58
8475,22,39624,2022-01-26,Support!!,90
8476,55,60751,2024-09-21,Marketing,88
8477,25,85663,2021-06-04,Engg,88
8478,27,$60000,2021-06-28,MKT,-10
8479,62,131004, 2023-07-10 ,MKT,92
8480,63,abc,2015-05-21,Engineering,63
8481,19,100983,2017-01-07,Hr,79
8482,41,4017124,2015-10-03,Support,
8483,29,29267,2015-07-20,MKT,195
8484,49,147196,2022-08-31,Sales,100
8485,65,149318,2018-09-28,Engg,89
167,20,96283,2022-05-22,,52
8487,34,,2018-07-26,Support, 85 
8488,41,,2024-06-22,Engineering,68
8489,33,28598,2022-11-01,,
8490,18,131022,,,98
320,62,125885,not_a_date,HR,
8492,41,66417,2023-04-28, SALES ,65
8493,18,69666,2024-12-11,,78
8494,36,111019,2019-11-03,MKT,70
8495,40,103068,2024/05/01,,82
8496,41,106128,2024-06-05, SALES ,
8497,62,105286,2020-01-24,Support,94
8498,36,abc,32/13/2020, SALES ,53
8499,31,62574,not_a_date,HR,50
8500,21,145587,2021-04-05,human resources,
8501,24,57578,32/13/2020,,240
8502,,23746,2024-09-22,Engg,
8503,,80285,2020-03-04,VeryLongDepartmentName123,
8504, 30 ,$60000,2020-06-09,Engineering,61
8505,19,106234,2021-08-20,Marketing,94
155,38,34979,2018-02-09,Engg,-10
8507,19,58738,,Sales,66
8508,55,125451,2017-06-25,,54
8509,59,48627,2017-11-30,,83
8510,38,50000 ,2023-10-07,Hr,201
8511,24,20062,2023-04-25,Support!!,59
8512,51,20972,2019-03-01,VeryLongDepartmentName123,79
8513,36,53037,2015-07-07, SALES ,88
8514,43,119299,2024-03-22,Support,84
8515,55,$60000, 2023-07-10 ,Hr,-10
8516,,81437,2022-01-11,Support!!,56
8517,51,77583,2024/05/01,Marketing,83
8518, 30 ,103018,2017-06-24,Support,NaN
8519,41,134119,2017-08-22,sales,99
8520,54,43717,2020-02-29,MKT,NaN
8521,57,146907,2016-02-10,HR,58
8522,,72772,2017-01-26,HR,66
8523,51,118918,2021-05-26,Support!!,85
8524,33,4024666,2020-07-07,Support,68
8525,42,53634,2017-01-22,VeryLongDepartmentName123,80
8526,,94541,2017-05-22,Support,
8527,56,50000 ,2019-05-27,Engg,82
8528,33,52099,2024/05/01,VeryLongDepartmentName123,64
8529,38,88049,2024-09-09,human resources,NaN
8530,,143747,2016-01-08,,178
8531,27,$60000,2018-02-16,Hr,75
8532,45,77170,2019-02-24,Sales,73
8533,49,68995,2016-04-09,,56
8534,57,50000 ,2019-12-17,Sales,66
8535,44,92365,2022-01-07,,55
221,64,98860,not_a_date,MKT,50
8537,36,51313,32/13/2020,VeryLongDepartmentName123, 85 
8538,twenty five,77194,2016-08-05,Engg,252
8539,22,1095991,2021-08-09,Engg,-10
8540,,107605,2024-02-20,Engg, 85 
8541,27,81369,2019-11-01,HR,59
8542,28,50000 ,2017-04-13,Marketing,-10
8543,63,56610,2024/05/01, SALES ,66
8544,65,27692,2016-04-18,Support,56
8545,64,abc,2015-02-05,, 85 
8546,54,85655,32/13/2020,,88
8547, 30 ,122520,2023-05-18,VeryLongDepartmentName123,67
8548,49,99981,2024-12-30,,64
8549,21,98271,2023-07-06,Engg,
8550,51,abc,2019-12-23,,280
8551,171,120716,2020-01-06, SALES ,-10
8552,41,132932,2016-01-24,,97
8553,133,20265,2018-04-21,Support!!,87
8554,twenty five,37895,2017-09-23, SALES ,51
8555,,$60000,32/13/2020,Hr,69
8556,53,37647,2018-12-17,HR, 85 
8557,42,abc,2023-07-23,,96
6,39,50000 ,2016-12-26,VeryLongDepartmentName123,99
8559,27,24918,2023-05-15,MKT,90
8560,34,2622454,,Marketing,90
81,61,72348,not_a_date,Engineering,59
8562,117,23179,32/13/2020,Hr,79
8563,55,123378,2022-01-12,human resources,
8564,61,119859,2018-11-10,Sales,77
8565,55,96132,not_a_date,,97
70,18,51940,2018-04-09,MKT,63
8567,30,50000 ,2016-08-17,HR,57
8568,64,50000 ,2016-05-05,Sales,76
8569,28,$60000,2019-08-21,,
8570,57,31076,not_a_date,Engineering,NaN
8571,25,4772635,2016-05-29,human resources,78
8572,64,$60000,2018-12-20,VeryLongDepartmentName123,55
8573,23,77955,2016-09-24,Sales,
8574,19,64366,32/13/2020,Engg,80
8575,58,137298,2024-03-27,MKT,87
8576,twenty five,149269,2019-10-16,Sales,196
8577,,abc,2017-09-14,Engineering,216
8578,42,116111,2016-08-01, SALES ,56
8579,54,1493277, 2023-07-10 ,Support!!, 85 
8580,60,,2020-09-21,HR,62
8581,27,96126,2024/05/01,Support!!,97
8582,twenty five,123716,2019-03-24,Marketing,58
8583,25,104835,2021-04-16,VeryLongDepartmentName123,89
8584,40,59993,2024-09-01,Engg,-10
8585,35,26707,2020-11-07,MKT,98
8586,27,50653,2017-02-08,Sales, 85 
8587,140,1415765, 2023-07-10 ,HR,98
8588,twenty five,abc,2023-04-12,Marketing,94
8589, 30 ,113279,2020-03-03,HR,64
456,47,93919,2024-06-25,,95
8591,22,84455,2015-09-21,Hr,58
8592,54,113255,2017-10-09,human resources,83
8593,47,34621,2020-03-22,MKT,224
8594, 30 ,46680,2019-02-14, SALES ,NaN
8595,36,,,MKT,50
8596,39,125747,2016-03-08,Marketing, 85 
8597,34,31761,2016-07-19,Engineering,93
8598,150,142734,2017-02-11,Engineering,64
8599,23,147641,2018-08-30,Engineering,73
8600,33,51321,2022-06-29,Engineering,-10
8601,49,25912,2020-12-24,Engineering,81
8602,47,131582, 2023-07-10 , SALES ,57
8603,31,,2024-03-29,MKT,79
8604,161,108348,2024-05-21, SALES ,71
8605,22,115513,2024-10-08,HR,93
8606,21,$60000,2018-08-24,MKT,-10
8607,30,70063,32/13/2020,Support!!,63
8608,43,54830,2024-03-06,Engg,88
8609,59,,2024/05/01,human resources,65
8610,176,abc,2019-05-20, SALES ,80
8611,42,102894,2017-11-24,human resources,94
265,47,89952,2022-06-26,Marketing,225
8613,56,62968,2021-12-30,,96
8614,62,116782,2019-09-15,,72
8615,46,50000 ,2016-04-09, SALES ,58
8616, 30 ,82625,2017-01-14,Support!!,79
8617,36,144349,32/13/2020,Sales,248
8618,143,abc,2016-02-14,,93
8619,63,36041,2019-04-18,Support!!,NaN
8620,25,81722,2022-10-18, SALES ,74
8621,,,32/13/2020,Marketing,NaN
416,47,88326,2020-02-20,MKT,64
8623,128,139572,2023-09-15,sales,61
8624,41,53577,32/13/2020, SALES ,81
8625,30,69987,2021-02-15,Support!!,NaN
8626,26,106957,2021-06-04,Support!!, 85 
8627,30,20784,2023-08-28,HR,
8628,45,46556,2019-09-23,Marketing,71
8629,,120752,2019-07-20,Sales,57
8630,65,55999,2023-01-07,Hr,-10
8631,32,52436,2019-08-10, SALES ,
8632,twenty five,73843,2017-06-10,Hr,59
8633,63,126932,2022-12-05, SALES ,NaN
8634,61,49659,2019-11-20,Marketing,58
8635,,127810,2023-08-18,Sales, 85 
8636,19,48174,32/13/2020,Marketing,89
8637,twenty five,3628414,2020-07-30,,86
8638, 30 ,50000 ,2016-01-10,Sales, 85 
8639,60,,2021-08-16,sales,92
8640,50,abc,2018-03-16,Engg,72
197,29,108446, 2023-07-10 ,VeryLongDepartmentName123,66
8642,59,126068,2018-05-28,Sales,199
195,56,97434,2023-04-09, SALES ,
8644,,39332,2024-12-22,,56
8645,twenty five,25477,,HR,56
8646,23,47489,2017-04-12,VeryLongDepartmentName123,52
206,twenty five,abc,2024-08-23,HR,87
8648,25,72978,2024-11-30,Hr,-10
8649,twenty five,25303,2020-07-12,Engineering,52
8650,19,135275,2015-04-13,Engg,90
8651,37,40227,2023-06-26,VeryLongDepartmentName123,NaN
8652,twenty five,87258,32/13/2020, SALES ,
8653,21,62328,2020-12-07,Engg,96
8654,37,44734,2022-04-11,human resources,80
8655,27,47388,2022-04-10, SALES ,98
8656,18,99077,2017-08-09, SALES ,81
8657,51,79994,,VeryLongDepartmentName123,59
8658,45,31298,2022-12-29,Engg,89
8659,31,131285,2023-05-30,Engineering,
8660,57,28986,2024-12-24,HR,70
8661,23,24345,2024-02-12,,51
8662,47,126321,2017-09-05,Engineering,-10
8663,52,102442,not_a_date,MKT,NaN
8664,130,145812,2017-08-02,VeryLongDepartmentName123,58
8665,27,143170,2021-05-19,Marketing,-10
8666,49,137914,2020-08-04,Support,-10
8667,132,abc,2024-11-22, SALES ,88
8668,twenty five,70836,2024-09-14,,
8669,60,92294,,,198
8670,52,99279,2023-10-13,Sales,
8671,49,54996,2024/05/01,Support!!,88
8672,52,$60000,2021-05-17,VeryLongDepartmentName123,NaN
8673,22,33395,2021-06-28,Engineering,80
8674,38,75509,2022-02-05,Hr,
8675,58,abc,2021-09-23,human resources,
8676,36,52082,2023-03-06,Hr,80
8677,29,127689,2017-09-19,Marketing,78
8678,31,2853877, 2023-07-10 ,Hr,84
8679,30,$60000,, SALES ,74
8680,58,53827,2020-01-28,HR,
8681,,83531,2019-03-09,Support!!,81
8682,63,92571, 2023-07-10 ,Engg,
8683,23,67365,not_a_date,,NaN
8684,24,123549, 2023-07-10 ,sales,92
8685,,62689,not_a_date,Support,98
8686,63,50000 ,2020-02-08,MKT,92
8687,18,79815,2019-12-15,Support,63
8688,42,3177995,2019-01-25,Hr,64
234,24,109079,2021-10-08,Hr,68
8690,41,106458,2018-08-06,human resources,84
8691,63,51258,2017-07-12,HR,59
8692,56,59520,32/13/2020,Engg,93
8693,28,abc,2017-09-02,human resources,97
8694,30,50000 ,2020-02-24,Sales,53
8695,42,$60000,2015-04-24,Support!!,80
73,,abc,2021-10-20,Hr,83
8697,35,142519,2024/05/01,VeryLongDepartmentName123,88
8698,50,abc,32/13/2020,, 85 
8699,42,50000 ,2021-03-23,Engineering,68
8700, 30 ,53937,2016-10-02,Hr,54
8701,24,$60000,2019-04-20,Support!!,77
8702,28,$60000,2024/05/01,VeryLongDepartmentName123, 85 
8703,42,145504,2021-06-30,MKT,79
8704,172,20150,2016-02-11,Sales,50
8705,41,71725, 2023-07-10 ,HR,-10
8706,30,32035,2023-08-28,,66
8707,25,98158,,Sales,83
424,157,59413,2020-11-09,,-10
8709,23,113364,2019-05-31,Engineering,91
8710,44,98438,2016-09-19,Support,55
8711,twenty five,77210,2022-07-15,Support,59
8712,39,121813,2024/05/01, SALES ,94
8713, 30 ,,2020-07-05,Engg,78
8714,61,123858, 2023-07-10 ,Support!!,
8715,58,102055,2022-06-11,Engg,63
8716,55,116463,2024/05/01, SALES ,100
8717,64,106245,2021-08-05, SALES ,82
8718,39,43041,,sales,
8719,25,26867,2020-03-05,Engg,84
8720,45,$60000,2015-06-03,human resources,51
8721,50,70744,2021-07-03,Engg,74
8722,51,80079,2023-08-27,HR,81
8723,172,54684,2020-05-26,Engg,55
8724,41,4520865,2022-07-04, SALES ,99
8725,29,88117,2018-02-07,,NaN
8726,49,83175,2016-01-09,Support,61
8727,24,84569,2017-01-14,Support,62
8728,,50000 ,2015-04-10,Engineering,94
8729, 30 ,37001,not_a_date,Engg,76
147, 30 ,44334,2020-09-29,VeryLongDepartmentName123,67
8731,38,62093,2021-05-30, SALES ,65
8732,47,30102,2019-10-11,Support,73
8733,61,$60000,2016-10-20,Sales,77
8734,25,82654, 2023-07-10 ,Marketing,97
8735, 30 ,,32/13/2020,Sales,68
8736,39,133992,,,78
8737,58,50000 ,2017-09-30,Engineering,53
8738,35,129744,2016-08-21,Engg, 85 
8739,166,2577905,2023-06-07,,55
8740,36,106041, 2023-07-10 ,VeryLongDepartmentName123,
8741,35,104976,2023-08-21,VeryLongDepartmentName123,74
8742,,121931,32/13/2020,sales,74
8743,31,21833, 2023-07-10 ,Support!!,
8744,37,25593,2020-11-05,Support,NaN
8745,41,,not_a_date,Support,98
8746,184,29707, 2023-07-10 ,,270
8747,60,82429,2022-10-03, SALES ,79
8748, 30 ,abc,2017-06-13,,58
40,39,64313,,MKT,93
8750,35,25548,2018-10-06,,80
8751,49,46656,2020-03-16,MKT,81
8752,52,2582553,32/13/2020,,60
8753,41,51633,2019-11-28,VeryLongDepartmentName123,-10
8754,48,abc,2020-01-18,Sales,73
208, 30 ,36462,2020-02-01,,91
8756,49,119837,2017-06-15,Marketing,82
31,57,63150,2015-09-02,human resources,61
8758,28,103919,2021-06-26,MKT,NaN
8759,50,48784,2024/05/01,,76
8760, 30 ,abc,2023-12-30,VeryLongDepartmentName123,NaN
8761,39,37016,2017-11-14,human resources,55
8762,53,89557,2017-10-10,HR, 85 
8763,25,122917,2015-03-23,Marketing,91
8764,54,26166,2015-01-19,Marketing,85
8765,37,$60000,not_a_date,Support!!, 85 
8766,40,125147,,Marketing,61
8767,61,125251,2018-10-18,HR,179
47,163,39027,,Support,64
8769,50,41748,2024/05/01,VeryLongDepartmentName123,100
8770,56,34137,2020-02-13,MKT,
8771,46,72497,2021-12-01,human resources,55
8772,32,53671,2024-03-15,,100
8773,54,138166,2020-05-10,HR,78
8774,59,98076,2024-06-20,MKT,88
8775,26,,2024-10-06, SALES ,57
8776, 30 ,40426,2017-03-30,Support,91
8777,57,81750,2016-08-08,VeryLongDepartmentName123,81
8778,42,89287,2016-02-25,VeryLongDepartmentName123,51
8779,43,40561,2023-05-10,MKT,85
8780,twenty five,143606,2016-06-26,MKT,71
8781,51,115436,not_a_date,MKT,96
8782,,117092,2015-01-07,Engineering,
8783,35,51739,2021-07-29,,71
8784,54,50000 ,not_a_date, SALES ,210
8785,23,59464,not_a_date,VeryLongDepartmentName123,80
8786,53,104230,2020-07-02,Marketing,61
8787,25,91803,, SALES ,86
453,,84969,2017-02-24,sales,75
8789,133,125928,2015-07-04,Support!!,66
8790,61,50000 ,2024/05/01,Support!!,NaN
8791,166,abc,2024/05/01,Engineering, 85 
8792,27,$60000,2019-06-03,Engineering,
8793,165,98674,2020-06-23,Engineering,
8794, 30 ,94577,2017-07-15,Engg,67
424,38,65829,2023-04-10,Engg,86
8796,40,24162,2020-10-20,,83
8797,19,,2019-03-30,HR,99
8798,28,24499,2017-07-28,Support!!,
8799,59,40683,2021-02-23,Marketing,67
8800,23,96876,2022-04-14,sales,56
8801,40,34698,2018-06-12,Support,69
8802,57,77823,2018-01-25,Sales,63
8803,62,abc,2017-07-02,HR,100
8804,21,,2021-02-15, SALES ,93
8805,64,107126,2024/05/01,Engg,NaN
8806,34,34376,2019-10-19,human resources,90
8807,28,124614,2021-09-22,Engg,79
8808,55,99960,2015-07-31,,80
8809,twenty five,50000 ,2015-05-18, SALES ,90
8810,35,106607,2016-09-27,VeryLongDepartmentName123,62
8811,49,85731,2020-04-12,Sales,93
8812,53,36375, 2023-07-10 ,sales,50
8813,52,20449,2023-05-23, SALES ,55
8814,,125124,2015-04-25,VeryLongDepartmentName123,71
8815,26,115501,2018-08-25,,54
8816,,122505,2016-09-17,Support,95
8817,24,abc,2024-10-29,,73
8818,,,2023-04-29,HR,157
8819,65,149148,2021-09-07,MKT,62
8820,60,$60000,2016-04-11,Engineering,74
8821,twenty five,43949,2018-03-13,HR,55
8822,19,abc,2018-02-05,HR,91
8823,46,1221415,2016-01-22,Sales,89
8824,19,127091,,,83
8825,59,abc,2023-10-19,Support,59
8826,25,97867,2020-04-09,MKT,
8827,64,2401369,2020-07-22, SALES ,73
8828,36,abc,2015-04-26,VeryLongDepartmentName123,
8829,,32135,2021-03-16,Engg,52
8830,30,105149,2019-12-30,Engg,-10
8831,39,43842,2019-03-10,human resources,84
8832,42,121073,32/13/2020,Marketing,261
8833,43,115959,2019-04-24,Engg,87
8834,35,25866,2020-10-08, SALES ,62
8835,29,95734,2024/05/01,Engineering,63
8836,173,3436096,2024-06-25,Sales,99
8837,,50000 ,2018-09-10,VeryLongDepartmentName123,57
8838,60,1707451,,human resources,91
8839,,52695,2016-09-08, SALES ,97
8840,51,21164,2020-03-07,Marketing,98
8841,20,abc,2018-11-07,sales,89
8842,43,39736,2017-02-07, SALES ,81
8843,34,126122,2022-09-06,Support!!,62
8844,20,130089, 2023-07-10 ,,86
8845,49,129786,2023-04-10,Hr,82
8846,twenty five,3268349,2024/05/01,MKT,62
8847,44,128593,2018-06-15,HR,NaN
8848,58,,2017-10-27,Support!!,88
8849,18,3813340,2024/05/01,VeryLongDepartmentName123,74
8850,45,,2015-11-11,Engg,63
8851,48,,2024/05/01,HR,66
8852,36,86243,,Hr,93
8853,46,2250597,2024/05/01,Support, 85 
8854,53,50000 ,2024/05/01,VeryLongDepartmentName123,62
8855,39,64914,2024-03-19,MKT,94
8856,23,abc,2021-11-17,MKT,75
8857, 30 ,106279,2020-10-27,MKT,71
8858,135,115959,2020-10-01,Engg,72
8859,19,133617,2024-09-15,Hr,68
8860,41,57005,2022-11-22,Hr,86
8861,41,,2017-12-08,MKT,60
8862,59,47161,2016-11-09,Hr,96
8863,44,136614,2023-04-18,HR,71
8864,197,72609,2017-10-28,Engineering,76
8865,32,111947,2024/05/01,Hr,62
8866, 30 ,3528724,32/13/2020,Sales,81
8867,64,102597,2018-08-04,MKT,84
8868,36,106025,32/13/2020,Engineering,80
8869,29,80469,2018-02-21, SALES ,
8870,63,73894,2024/05/01,sales,73
8871,48,57449,2018-12-22,Engg,56
8872,18,57421,2020-02-19,,63
8873,twenty five,132417,2017-10-28,MKT, 85 
8874,,64059,2015-02-07, SALES ,61
8875,19,129108,2019-11-17,MKT,85
8876,twenty five,2436603,2020-07-28,human resources,-10
8877,45,46764,2020-04-10,Hr,88
8878,24,131111,32/13/2020,Engineering,84
8879,64,41990,2020-02-06,Engineering, 85 
8880,27,$60000,2023-09-25,Support,62
8881,38,102006,2024-11-04,HR,62
8882,29,75005,2022-08-26,Engineering,NaN
8883,56,48114,not_a_date,VeryLongDepartmentName123,51
8884,51,74310,2024/05/01,Engg, 85 
8885,42,126422,2015-05-22,Engg,95
8886,64,$60000,2017-04-22,Sales,NaN
8887,59,60668,2022-11-10,Support!!,61
323,19,32279,2019-03-18,VeryLongDepartmentName123,80
8889,18,135309,32/13/2020,Engg, 85 
8890,58,103522,2016-02-20,,53
8891,51,59257,2021-03-27,,51
8892,29,39386,2017-01-21,Marketing,70
8893,144,140184, 2023-07-10 ,VeryLongDepartmentName123,
8894,53,78116,2023-10-26,,78
8895,35,,32/13/2020,human resources,97
8896,25,132257,2016-05-23, SALES , 85 
8897,192,2115106,2017-05-31,,69
8898,55,,32/13/2020,Support!!,61
493,25,$60000,2017-12-26,VeryLongDepartmentName123,76
8900,40,132474,,MKT,66
8901,18,143212,32/13/2020,human resources,73
8902,43,abc,32/13/2020,Hr,76
8903,54,116930,2023-04-22, SALES ,93
8904,40,,2024/05/01,HR,90
8905,53,113635,2015-12-14,Engineering,68
8906,56,abc,2019-12-31,Support!!,85
8907,25,92443,2020-11-10,MKT,NaN
8908,32,1692749,2023-09-14,Engineering,92
8909,42,95531,2021-02-16,Sales,92
8910,42,21209,2020-04-03,sales,NaN
8911,twenty five,66070,2017-06-24,Support,62
8912,60,55307,2019-05-20, SALES ,-10
8913,42,53099,2024-05-02,Hr,81
8914,23,24570,2022-04-27,VeryLongDepartmentName123,50
205,21,100937,2017-10-22,HR,71
8916,42,137124,2018-04-20,,69
8917,56,71916,2024/05/01,Support,64
8918, 30 ,50000 ,2024-09-23,Engineering,56
8919, 30 ,106707,not_a_date,Sales,
8920,54,99973,2018-06-27,MKT,84
8921,19,2078733,2020-01-23,,96
8922,25,$60000,2024/05/01,Engineering,NaN
8923,,101099,2019-06-30,Engineering,100
8924,60,,2021-06-01,VeryLongDepartmentName123,NaN
403,40,20419,32/13/2020,Support!!,60
8926,,22162,2018-05-10,Support!!,89
8927,37,99756,32/13/2020,MKT,187
8928,27,47889,2017-04-12,Support,90
8929,63,131135, 2023-07-10 ,HR,-10
205,51,68301,32/13/2020,Hr,60
8931,50,31715,2018-03-03,Engg,75
8932,34,113638,,Sales,80
8933,62,31612,2016-04-23,MKT,86
8934,54,65012,2024-01-25,Engineering,68
8935,21,1078772,2022-10-03,VeryLongDepartmentName123,87
8936,25,53186,2021-10-18,,78
8937,24,71588,2019-11-02,HR,208
8938, 30 ,137243,2019-05-03,human resources,57
8939,,32991,2024-11-08,Marketing,205
8940,twenty five,149532,2019-01-22,sales,71
8941,59,,not_a_date,human resources,95
8942,24,50000 ,2021-10-14,Support,
273,145,abc,2023-03-13,Engineering,80
8944,63,30901,2020-02-21,Engineering,NaN
8945,58,66641,2018-03-20,Support!!,61
8946,40,136066,2021-07-08,Engineering,65
8947, 30 ,44699,2024-05-29,Support,51
8948,59,128808,2022-04-29,MKT,53
8949,38,122671,32/13/2020, SALES ,90
8950, 30 ,abc,2022-03-15,Engineering,78
8951,49,105834, 2023-07-10 ,HR,67
8952,47,89056,2016-03-07,Marketing, 85 
8953,22,132499,2023-08-02,Marketing,92
8954,39,132641,2023-08-22,Support, 85 
8955,61,108957,2016-12-16,Engineering,77
8956,,147872, 2023-07-10 ,VeryLongDepartmentName123,75
8957,50,41791,2017-03-12,Support,-10
8958,22,104553,2024/05/01,MKT,79
8959,59,130205,2016-11-30,HR,90
8960,53,26762,2018-09-21, SALES ,
8961,30,28050,32/13/2020,Support,225
8962,23,67859,2019-06-23,Support!!,NaN
8963,21,76407,2024/05/01,Support!!,78
8964,,abc,2024-05-10,VeryLongDepartmentName123,79
8965,22,$60000,2023-07-07,Marketing,NaN
8966,22,50000 ,not_a_date,sales,-10
8967,58,124370,2021-04-21,Marketing,NaN
8968,38,139191,32/13/2020,Hr,NaN
8969,27,$60000,2017-01-10,Sales, 85 
8970,50,42373,not_a_date,human resources,64
8971,62,50000 ,2016-06-01,Sales, 85 
8972,39,136027,2023-01-21,sales,231
8973,41,$60000,2021-08-11,VeryLongDepartmentName123,89
8974,33,42148,2021-10-29,sales,66
8975,26,75010,,MKT,-10
8976,50,131547,2020-11-16,Engg,94
8977,,125293,2020-04-18, SALES ,89
8978,,40665,2024-07-17,,51
8979,53,111216,2023-04-26,human resources,-10
8980,54,37514,2016-03-24,human resources,65
8981, 30 ,140665,2021-02-03,Engg,61
8982,50,50000 ,2017-08-06,MKT,98
8983,50,106804,2021-01-23,HR,60
8984,65,31503,,Support!!,75
8985,30,131052,2022-09-05,HR,51
8986,twenty five,43388,not_a_date,Engineering,-10
8987,57,30417,2017-11-05,Engg,
8988,32,91206, 2023-07-10 ,MKT,62
8989,55,67614,2019-10-23,Sales,85
8990,29,122477,2020-06-16,VeryLongDepartmentName123,86
8991,46,45987,2021-09-20,sales,89
8992,27,40617,2019-07-01,,52
8993,24,57955,32/13/2020,human resources,60
8994,57,70451,2016-09-14,,59
8995,46,57929,2018-06-14,Engineering,55
8996,46,130937,2024-01-18,,99
8997,32,40448,2017-12-01,VeryLongDepartmentName123,72
8998,63,40918,,sales,
8999,29,,2020-01-28,,96
9000,27,22006, 2023-07-10 ,sales,65
9001,22,141224,2015-08-17,sales,
9002, 30 ,101321,2018-08-19,MKT,79
9003,26,4392544,2024-06-21,,
9004,65,26543, 2023-07-10 ,MKT,58
9005,31,62570,2019-09-22,Support,96
9006,38,80358,2020-10-10,sales, 85 
9007,36,50000 ,not_a_date,human resources,80
9008,56,136649,2022-01-17,MKT,75
9009,twenty five,abc,2018-05-12,Sales,91
9010,18,117996,2023-10-07,,192
9011,,31614,2021-01-15,sales,63
9012,57,74118,2019-05-30, SALES ,64
9013,21,abc,2023-12-21,Engineering,96
9014,60,,2024/05/01,, 85 
9015,twenty five,140689,2023-12-22,HR,89
9016,23,143016,2018-08-29,,242
9017,twenty five,128369,2020-08-24,Support,79
426,62,70671,not_a_date,Sales,75
9019,27,,2017-11-08,Marketing,87
9020,24,91637,2020-04-16,Engg,
9021,31,62770,2022-11-13, SALES ,57
9022,33,abc,2024-01-16,Engineering,95
9023,33,50000 ,32/13/2020,sales,92
9024,25,abc,,Support!!,95
9025,,59905,2015-03-28,human resources,88
9026,108,84244,32/13/2020,Support,99
9027,27,70382, 2023-07-10 , SALES ,52
9028,,78804,2024-08-08,,70
9029,58,23642,not_a_date,Sales,97
9030,30,69245,32/13/2020,Engg,89
9031,19,70709,2023-07-29,Support,69
9032,106,90679,2024/05/01, SALES ,99
9033,52,30870,2023-01-24,VeryLongDepartmentName123,-10
9034,49,abc,2018-12-19,VeryLongDepartmentName123,89
9035,45,$60000,2022-09-16,Hr,NaN
9036, 30 ,50000 ,2022-02-22,HR,96
9037,27,83438,2024-10-11,,91
9038,31,56034,,Support,71
9039,21,85762,2016-05-10,,61
9040,62,48244,2015-06-07,HR,
9041,29,$60000,2020-12-12,Support!!,86
9042,,,2020-12-28,Support,88
